timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1577995500199,2177,get,200,OK,Group list 1-14,text,true,,14899,493,23,69,http://192.168.56.101/group.php,1876,0,0
1577995500866,1890,get,200,OK,Group list 1-22,text,true,,14991,493,23,69,http://192.168.56.101/group.php,1753,0,1
1577995500522,2378,get,200,OK,Group list 1-20,text,true,,15005,493,24,70,http://192.168.56.101/group.php,1997,0,0
1577995500555,2350,get,200,OK,Group list 1-2,text,true,,14998,493,24,70,http://192.168.56.101/group.php,1860,0,0
1577995500152,2792,get,200,OK,Group list 1-12,text,true,,14896,493,24,72,http://192.168.56.101/group.php,2487,0,0
1577995501069,1990,get,200,OK,Group list 1-15,text,true,,15027,493,24,72,http://192.168.56.101/group.php,1580,0,0
1577995500583,2787,get,200,OK,Group list 1-5,text,true,,14982,493,24,72,http://192.168.56.101/group.php,2378,0,0
1577995501471,2181,get,200,OK,Group list 1-6,text,true,,15164,493,24,72,http://192.168.56.101/group.php,1860,0,1
1577995501052,2602,get,200,OK,Group list 1-4,text,true,,15136,493,24,72,http://192.168.56.101/group.php,2169,0,0
1577995501045,2727,get,200,OK,Group list 1-8,text,true,,15171,493,24,72,http://192.168.56.101/group.php,2339,0,0
